name,operator,operator_norm,lat,lon,v6_layer,confidence,promotion_action,promotion_note,source_category,n_sources,physical_facility,address,source,note,ADMIN,CONTINENT,ISO_A3,SUBREGION,_source_file,cluster_id,coord_confidence,facility_type,has_operator,in_both_sources,merge_distance_m,merge_matched_name,merge_status,name_normalized,operator_tier,osm_id,osm_type,provider,region_code,sources,status,wikidata_id,year,v7_status,v7_pending_review,v7_change_log
SKALI Serdang Internet Data Center,SKALI,SKALI,3.0340649,101.7055684,v6_gapfill,,,,Trade Press,1,True,"Block 1, UPM-MTDC Server Farm Complex, Lebuh Silikon, Universiti Putra Malaysia, 43400 Serdang, Selangor",https://datacentercatalog.com/malaysia/skali-internet-data-center1,"Tier-2, 6500sqft, 600-1000 servers. SKALI IDC operating since 2000. | geocoded via Nominatim (city_centroid): match='Seri Kembangan, Majlis Bandaraya Subang Jaya, Petaling, Selangor, 43300, Malaysi' importance=0.45714567555367924 WARNING: downgraded to single-source after removing TOS-blocked citation; address/coords derive from the remaining source only — verify. | [correction_log]: §1b stripped 1 dcm url(s); n_sources→1; appended single-source warning.",Malaysia,Asia,MYS,South-Eastern Asia,,,approximate_locality,physical_facility,True,False,,,,,,,,,,,Operational,,,promoted,,gapfill_add_new: candidate row 15 (SKALI Serdang Internet Data Center)
HDC High Performance Data Centre (Shah Alam),HDC Data Centre Sdn Bhd,HDC,3.0739429,101.5185278,v6_gapfill,,,,Operator Website,1,True,"M-04-3A, Block M, No 6, Persiaran Multimedia i-City, Seksyen 7, 40000 Shah Alam, Selangor",https://www.hdc.net.my/datacenter.php,"First Uptime Tier-III-certified DC in Malaysia (2012). Co-located with Maxis i-City DC in same i-City Block M building (M-04-3A vs Block M No.6 main). | geocoded via Nominatim (city_centroid): match='Shah Alam, Petaling, Selangor, Malaysia' importance=0.5586284907210985 WARNING: downgraded to single-source after removing TOS-blocked citation; address/coords derive from the remaining source only — verify. | Co-tenant building with Maxis i-City DC at i-City Block M (gapfill row 5). Different operators at same building — keep both rows if the project's dual-brand convention applies. | [correction_log]: §1b stripped 1 dcm url(s); n_sources→1; appended single-source warning. || §4a symmetric cotenancy note linking to row 5 (Maxis)",Malaysia,Asia,MYS,South-Eastern Asia,,,approximate_locality,physical_facility,True,False,,,,,,,,,,,Operational,,,pending_review,sweep_cotenant_pair:paired_with_v7_row_69 (haversine=30m),gapfill_add_new: candidate row 16 (HDC High Performance Data Centre (Shah Alam))
MaNaDr Bintulu AI Data Centre (planned),Mobile-health Network Solutions,MaNaDr,3.1874261,113.0472803,v6_gapfill,,,,Trade Press,2,True,"Bintulu, Sarawak",https://www.datacenterdynamics.com/en/news/singapore-health-firm-manadr-pivots-to-ai-data-center-development/ | https://www.stocktitan.net/news/MNDR/mobile-health-network-solutions-signs-mou-to-secure-two-malaysian-ai-b49dgkp9mimn.html,"Binding MOU Nov 2025. 150MW site in Bintulu area targeted end-2028. Separate 25MW MY site also in MOU. | geocoded via Nominatim (full_address): match='Bintulu, Bahagian Bintulu, Sarawak, 97000, Malaysia' importance=0.4748317360213278 | [correction_log]: §2b relabel building→approximate_locality: building→approximate_locality (no street token in match)",Malaysia,Asia,MYS,South-Eastern Asia,,,approximate_locality,physical_facility,True,False,,,,,,,,,,,Planned,,,promoted,,gapfill_add_new: candidate row 17 (MaNaDr Bintulu AI Data Centre (planned))
TM Global BFDC (Brickfields) Data Centre,TM Global,TM Global,3.1288572,101.6845528,v6_gapfill,,,,Operator Website,2,True,"Brickfields, Kuala Lumpur",https://tmglobal.com.my/products-and-solutions/hosting/data-centre | https://www.tm.com.my/news/tm_global_expands_data_centres_cyberjaya_johor,"Urban DC in KL city centre. One of TM Global's six strategic DCs (BFDC/KJDC/IPDC/KVDC/SJDC/HKDC). | geocoded via Nominatim (full_address): match='Brickfields, Kuala Lumpur, 50470, Malaysia' importance=0.18674172655832758 | Co-branded with VADS BFDC at same building (gapfill row 26). | [correction_log]: §2b relabel building→approximate_locality: building→approximate_locality (no street token in match) || §5 dual-brand link: ↔ row 26 (VADS BFDC)",Malaysia,Asia,MYS,South-Eastern Asia,,,approximate_locality,physical_facility,True,False,,,,,,,,,,,Operational,,,pending_review,sweep_cotenant_pair:paired_with_v7_row_123 (haversine=0m),gapfill_add_new: candidate row 18 (TM Global BFDC (Brickfields) Data Centre)
TM Global KJDC (Kelana Jaya) Data Centre,TM Global,TM Global,3.1038953,101.5967385,v6_gapfill,,,,Operator Website,1,True,"Kelana Jaya, Petaling Jaya, Selangor",https://tmglobal.com.my/products-and-solutions/hosting/data-centre,"One of six TM Global strategic DCs. | geocoded via Nominatim (full_address): match='Kelana Jaya, Petaling Jaya, Petaling, Selangor, Malaysia' importance=0.45400179176849353 | [correction_log]: §2b relabel building→approximate_locality: building→approximate_locality (no street token in match)",Malaysia,Asia,MYS,South-Eastern Asia,,,approximate_locality,physical_facility,True,False,,,,,,,,,,,Operational,,,promoted,,gapfill_add_new: candidate row 19 (TM Global KJDC (Kelana Jaya) Data Centre)
TM Global KVDC (Klang Valley Core) Data Centre,TM Global,TM Global,2.9338908,101.6455587,v6_gapfill,,,,Operator Website,2,True,"Cyberjaya, Selangor",https://tm.com.my/news/tm-one-unveils-its-latest-state-of-the-art-klang-valley-core-data-centre | https://www.datacenterdynamics.com/en/news/tm-one-opens-cyberjaya-malaysia-facility/,"Hyperconnected DC in Cyberjaya. May duplicate v6 PeeringDB 'TM ONE KVDC' — dedup check required. | geocoded via Nominatim (full_address): match='Cyberjaya, Sepang, Selangor, Malaysia' importance=0.4737589076603142 | Co-branded with VADS KVDC at same building (gapfill row 4). | [correction_log]: §2b relabel building→approximate_locality: building→approximate_locality (no street token in match) || §5 dual-brand link: ↔ row 4 (VADS KVDC)",Malaysia,Asia,MYS,South-Eastern Asia,,,approximate_locality,physical_facility,True,False,,,,,,,,,,,Operational,,,pending_review,sweep_cotenant_pair:paired_with_v7_row_102 (haversine=0m),gapfill_add_new: candidate row 20 (TM Global KVDC (Klang Valley Core) Data Centre)
TM Global IPDC (Iskandar Puteri) Data Centre,TM Global,TM Global,1.4308493,103.5951104,v6_gapfill,,,,Operator Website,2,True,"Nusajaya Tech Park, Iskandar Puteri, Johor",https://tmglobal.com.my/products-and-solutions/hosting/data-centre | http://www.vads.com/tm-develops-a-purpose-built-data-centre-and-invests-in-nusajaya-tech-park-3/,"Co-located with VADS IPDC (dual-brand). | geocoded via Nominatim (full_address): match='Nusajaya Tech Park, Gelang Patah, Iskandar Puteri, Johor Bahru, Johor, Malaysia' importance=0.0800537750820172 | Co-branded with VADS IPDC at same building (gapfill row 3). | [correction_log]: §2b relabel building→approximate_locality: building→approximate_locality (no street token in match) || §5 dual-brand link: ↔ row 3 (VADS IPDC)",Malaysia,Asia,MYS,South-Eastern Asia,,,approximate_locality,physical_facility,True,False,,,,,,,,,,,Operational,,,pending_review,sweep_cotenant_pair:paired_with_v7_row_101 (haversine=0m),gapfill_add_new: candidate row 21 (TM Global IPDC (Iskandar Puteri) Data Centre)
TM Global SJDC (Subterranean Penang) Data Centre,TM Global,TM Global,,,v6_gapfill,,,,Operator Website,1,True,Penang,https://tmglobal.com.my/products-and-solutions/hosting/data-centre,"SJDC = TM's Penang DC. Rough locality only; needs Penang address to pinpoint. | geocoded via Nominatim (full_address): match='Pulau Pinang, Malaysia' importance=0.6405098236669253 | Penang state-centroid coord removed — too coarse for land-transformation use. Need street-level Penang address for SJDC (likely Bayan Lepas FIZ per TM Global public site). | [correction_log]: §2a coord_confidence exact→approximate_locality; coords blanked (state-centroid false-precision); action→hold.",Malaysia,Asia,MYS,South-Eastern Asia,,,approximate_locality,physical_facility,True,False,,,,,,,,,,,Operational,,,pending_review,hold:needs_penang_address,gapfill_hold: candidate row 22 (TM Global SJDC (Subterranean Penang) Data Centre)
YTL Sentul Data Centre (Kuala Lumpur),YTL Data Center Holdings,YTL Data Center Holdings,3.1785862,101.6955056,v6_gapfill,,,,Operator Website,1,True,"Sentul, Kuala Lumpur",https://www.ytl.com/sustainability/feature-stories/green-data-centers-for-a-sustainable-future/,"5MW, being upgraded to Tier-III. Urban KL site. | geocoded via Nominatim (full_address): match='Sentul, Jalan 2/48A, Sentul, Kuala Lumpur, 51000, Malaysia' importance=0.42313400506935495",Malaysia,Asia,MYS,South-Eastern Asia,,,building,physical_facility,True,False,,,,,,,,,,,Operational,,,promoted,,gapfill_add_new: candidate row 24 (YTL Sentul Data Centre (Kuala Lumpur))
K2 Data Centres JHR1 (Sedenak Tech Park),K2 Data Centres,K2 Data Centres,1.656937,103.605879,v6_gapfill,,,,Trade Press,3,True,"Lot PTD 31493, Jalan Digital 8, Taman Teknologi Sedenak (Step), Mukim Bukit Batu, 82100 Kulai, Johor",https://datacenterhawk.com/marketplace/providers/k2-data-centres/ptd-31493-jalan-digital-8-taman-teknologi-sedenak/jhr1 | https://baxtel.com/data-center/k2-johor-jhr1 | https://w.media/k2-and-tnb-secure-power-deal-for-k2s-hyperscale-data-center-campus-in-johor/,"300MW hyperscale campus. Kuok Group subsidiary. TNB power deal signed. | geocoded via Nominatim (city_centroid): match='Kulai, Johor, 81000, Malaysia' importance=0.47155967231028945",Malaysia,Asia,MYS,South-Eastern Asia,,,approximate_locality,physical_facility,True,False,,,,,,,,,,,Operational,,,promoted,,gapfill_add_new: candidate row 25 (K2 Data Centres JHR1 (Sedenak Tech Park))
VADS Brickfields Data Centre,VADS Berhad,VADS (TM subsidiary),3.1288572,101.6845528,v6_gapfill,,,,Trade Press,1,True,"Level 6, Bangunan Telekom Brickfields, Jalan Tun Sambathan, 50470 Kuala Lumpur",https://tiaonline.org/942-datacenter/tm-one-vads-berhad-vads-brickfields-city-data-centre-facility-9th-floor-jalan-tun-sambanthan-kampung-attap-kuala-lumpur/,"VADS-branded DC in TM Brickfields building. Dual-brand with TM Global BFDC. | geocoded via Nominatim (city_centroid): match='Brickfields, Kuala Lumpur, 50470, Malaysia' importance=0.18674172655832758 WARNING: downgraded to single-source after removing TOS-blocked citation; address/coords derive from the remaining source only — verify. | Co-branded with TM Global BFDC at same building (gapfill row 18). | [correction_log]: §1b stripped 1 dcm url(s); n_sources→1; appended single-source warning. || §5 dual-brand link: ↔ row 18 (TM Global BFDC)",Malaysia,Asia,MYS,South-Eastern Asia,,,approximate_locality,physical_facility,True,False,,,,,,,,,,,Operational,,,pending_review,sweep_cotenant_pair:paired_with_v7_row_116 (haversine=0m),gapfill_add_new: candidate row 26 (VADS Brickfields Data Centre)
VADS Ipoh Data Centre (Perak),VADS Berhad,VADS (TM subsidiary),4.5986817,101.0900236,v6_gapfill,,,,Trade Press,1,True,"Level 5, Ibusawat Telekom Ipoh, Jalan Datuk Onn Jaafar, 30300 Ipoh, Perak",https://baxtel.com/data-center/vads-ipoh,"Tier 2 managed DC inside the Ipoh Telekom exchange. VADS regional site. | geocoded via Nominatim (city_centroid): match='Majlis Bandaraya Ipoh, Kinta, Perak, Malaysia' importance=0.5658922939437254 WARNING: downgraded to single-source after removing TOS-blocked citation; address/coords derive from the remaining source only — verify. | [correction_log]: §1b stripped 1 dcm url(s); n_sources→1; appended single-source warning.",Malaysia,Asia,MYS,South-Eastern Asia,,,approximate_locality,physical_facility,True,False,,,,,,,,,,,Operational,,,promoted,,gapfill_add_new: candidate row 29 (VADS Ipoh Data Centre (Perak))
Bridge Data Centres IOI Banting Campus,Bridge Data Centres,Bridge Data Centres,2.8027574,101.4956767,v6_gapfill,,,,Trade Press,3,True,"IOI Industrial Park @ Banting, Selangor",https://www.ioiproperties.com.my/news/ioi-properties-sells-banting-industrial-land-bridge-data-centres-rm741m | https://www.datacenterdynamics.com/en/news/malaysian-property-developer-ioi-sells-136-acres-of-land-to-singapores-bridge-data-centres/ | https://baxtel.com/data-center/bridge-dc-banting-campus,"136 acres acquired Jan 2026 for RM741M. Adjacent to 500kV lines. Selangor 'AI-ready' corridor. | geocoded via Nominatim (city_centroid): match='Banting, Kuala Langat, Selangor, Malaysia' importance=0.46120308300264273",Malaysia,Asia,MYS,South-Eastern Asia,,,approximate_locality,physical_facility,True,False,,,,,,,,,,,Operational,,,promoted,,gapfill_add_new: candidate row 31 (Bridge Data Centres IOI Banting Campus)
Mah Sing DC Hub @ Southville City (Bangi),Mah Sing / Bridge Data Centres JV,Bridge Data Centres,2.9062219,101.7618372,v6_gapfill,,,,Trade Press,2,True,"Southville City, 43900 Bangi, Selangor",https://www.mahsing.com.my/news/mah-sing-launches-mah-sing-dc-hubsouthville-city-with-bridge-data-centres/ | https://www.datacenterdynamics.com/en/news/bridge-dc-signs-200mw-data-center-jv-with-malaysias-mah-sing/,"JV: 150-acre site earmarked, up to 500MW planned. Initial 17.55-acre phase with Bridge DC up to 100MW. | geocoded via Nominatim (full_address): match='Southville City, Bangi Lama, Sepang, Selangor, 43600, Malaysia' importance=0.13339468757152664 | [correction_log]: §1b stripped 1 dcm url(s); n_sources→2 || §2b relabel building→approximate_locality: building→approximate_locality (no street token in match)",Malaysia,Asia,MYS,South-Eastern Asia,,,approximate_locality,physical_facility,True,False,,,,,,,,,,,Planned,,,promoted,,gapfill_add_new: candidate row 32 (Mah Sing DC Hub @ Southville City (Bangi))
Google Port Dickson Data Centre (planned),Google,Google,2.5999415,101.8572233,v6_gapfill,,,,Trade Press,1,True,"Springhill, Port Dickson, Negeri Sembilan",https://www.lowyat.net/2025/350820/google-port-dickson-data-centre-project/,"Part of Google's US$2bn Malaysia infrastructure investment. Planned site in Springhill. | geocoded via Nominatim (full_address): match='Bandar Springhill, Port Dickson, Negeri Sembilan, Malaysia' importance=0.14671800335698476 | [correction_log]: §2b relabel building→approximate_locality: building→approximate_locality (no street token in match)",Malaysia,Asia,MYS,South-Eastern Asia,,,approximate_locality,physical_facility,True,False,,,,,,,,,,,Planned,,,pending_review,"sweep_cotenant_pair:paired_with_v7_row_128 (haversine=0m) || v7.1 fix 5: Google Port Dickson and Gamuda Springhill share coords and may be: (a) same facility operator-vs-developer, (b) separate buildings in Springhill development, (c) phased campus. Needs user decision on row model. Do not auto-merge.",gapfill_add_new: candidate row 33 (Google Port Dickson Data Centre (planned)) | v7.1 fix 5: flagged as operator/developer ambiguity; pending user decision.
Gamuda DC Springhill (Port Dickson),Gamuda DC Infrastructure Sdn Bhd,Gamuda,2.5999415,101.8572233,v6_gapfill,,,,Trade Press,2,True,"Springhill, Port Dickson, Negeri Sembilan",https://www.malaymail.com/news/malaysia/2025/04/28/n-sembilan-to-host-two-data-centres-backed-by-gamuda-us-investors-says-mb/174749 | https://gamuda.com/2025/01/negri-sembilan-to-get-158ha-data-centre-campus/news/,"158ha data-centre campus. 157.71ha freehold acquired for RM424.4M. AI-focused. | geocoded via Nominatim (full_address): match='Bandar Springhill, Port Dickson, Negeri Sembilan, Malaysia' importance=0.14671800335698476 | [correction_log]: §2b relabel building→approximate_locality: building→approximate_locality (no street token in match)",Malaysia,Asia,MYS,South-Eastern Asia,,,approximate_locality,physical_facility,True,False,,,,,,,,,,,Operational,,,pending_review,"sweep_cotenant_pair:paired_with_v7_row_127 (haversine=0m) || v7.1 fix 5: Google Port Dickson and Gamuda Springhill share coords and may be: (a) same facility operator-vs-developer, (b) separate buildings in Springhill development, (c) phased campus. Needs user decision on row model. Do not auto-merge.",gapfill_add_new: candidate row 34 (Gamuda DC Springhill (Port Dickson)) | v7.1 fix 5: flagged as operator/developer ambiguity; pending user decision.
ZDATA GP3 Gelang Patah (Computility Technology Sdn Bhd),ZDATA Technologies,ZDATA,1.4494162,103.5872736,v6_gapfill,,,,Trade Press,2,True,"Gelang Patah, Johor",https://www.digitalnewsasia.com/sustainability-matters/zdata-groups-us2bil-johor-data-centre-first-platinum-certified-green-data | https://www.thestar.com.my/business/business-news/2026/03/11/zdata-developing-rm8bil-greenre-platinum-hyperscale-data-centre-in-johor,"RM8bn hyperscale AI DC. 300MW per datacentermap. First GreenRE Platinum DC in Malaysia. Operational phase-1 Mar 2026. | geocoded via Nominatim (full_address): match='Gelang Patah, Iskandar Puteri, Johor Bahru, Johor, 81550, Malaysia' importance=0.4552888766156916 | [correction_log]: §1b stripped 1 dcm url(s); n_sources→2 || §2b relabel building→approximate_locality: building→approximate_locality (no street token in match)",Malaysia,Asia,MYS,South-Eastern Asia,,,approximate_locality,physical_facility,True,False,,,,,,,,,,,Operational,,,promoted,,gapfill_add_new: candidate row 35 (ZDATA GP3 Gelang Patah (Computility Technology Sdn Bhd))
Exabytes Penang Suntech Cybercity,Exabytes,Exabytes,5.3255898,100.2864363,v6_gapfill,,,,Operator Website,1,True,"Suntech @ Penang Cybercity, Lintang Mayang Pasir 3, 11950 Bayan Baru, Penang",https://www.exabytes.my/about/datacenter/malaysia,"CO-TENANCY QUESTION: this candidate's coords fall within 150 m of v6 row 'Open DC PE1 - Suntech Penang Cybercity'. Different operators → not auto-duplicate, but may be the same physical building. Reviewer to decide: (a) same building co-tenant — keep both rows (carrier-hotel convention), (b) same facility with rebrand — merge, or (c) genuinely different buildings — keep both and refine coords. | Exabytes Penang HQ + DC. PCI-DSS certified. | geocoded via Nominatim (full_address): match='Suntech @ Cybercity Penang, Lintang Mayang Pasir 3, Bayan Lepas, Barat Daya, Geo' importance=0.3269037816797396 WARNING: downgraded to single-source after removing TOS-blocked citation; address/coords derive from the remaining source only — verify. | [correction_log]: §1b stripped 1 dcm url(s); n_sources→1; appended single-source warning. || §4b rewrote review note to open-question framing | [promotion_note]: 46m + 2+ shared name tokens — verify same facility",Malaysia,Asia,MYS,South-Eastern Asia,,,building,physical_facility,True,False,,,,,,,,,,,Operational,,,pending_review,review:possible_dup_Open DC PE1 - Suntech Penang Cybercity || sweep_cotenant_pair:paired_with_v7_row_91 (haversine=46m),gapfill_review: candidate row 36 (Exabytes Penang Suntech Cybercity)
Exabytes International Data Center (Kuala Lumpur),Exabytes,Exabytes,3.1496444,101.7063208,v6_gapfill,,,,Operator Website,1,True,"Level 7, Menara AIMS, Changkat Raja Chulan, 50200 Kuala Lumpur",https://www.exabytes.my/about/datacenter/malaysia,"CO-TENANCY QUESTION: this candidate's coords fall within 150 m of v6 row 'AIMS Bangunan AIMS / KL2 (Kuala Lumpur)'. Different operators → not auto-duplicate, but may be the same physical building. Reviewer to decide: (a) same building co-tenant — keep both rows (carrier-hotel convention), (b) same facility with rebrand — merge, or (c) genuinely different buildings — keep both and refine coords. | Co-located inside Menara AIMS (the AIMS operator's KL2 tower). | geocoded via Nominatim (simplified_address): match='Menara AIMS, 4, Changkat Raja Chulan, Bukit Bintang, Kuala Lumpur, 50200, Malays' importance=7.505989166089902e-05 | [correction_log]: §4b rewrote review note to open-question framing | [promotion_note]: 43m + 2+ shared name tokens — verify same facility",Malaysia,Asia,MYS,South-Eastern Asia,,,approximate_locality,physical_facility,True,False,,,,,,,,,,,Operational,,,pending_review,review:possible_dup_AIMS Bangunan AIMS / KL2 (Kuala Lumpur) || sweep_cotenant_pair:paired_with_v7_row_8 (haversine=43m),gapfill_review: candidate row 37 (Exabytes International Data Center (Kuala Lumpur))
Exabytes CJ1 Data Centre (Cyberjaya),Exabytes,Exabytes,2.904556,101.6513286,v6_gapfill,,,,Operator Website,1,True,"Jalan Cyber Point 4, Cyber 8, 63000 Cyberjaya, Selangor",https://www.exabytes.my/about/datacenter/malaysia,"CO-TENANCY QUESTION: this candidate's coords fall within 150 m of v6 row 'Open DC CJ1 (Cyberjaya)'. Different operators → not auto-duplicate, but may be the same physical building. Reviewer to decide: (a) same building co-tenant — keep both rows (carrier-hotel convention), (b) same facility with rebrand — merge, or (c) genuinely different buildings — keep both and refine coords. | Exabytes Cyberjaya facility at Jalan Cyber Point 4. | geocoded via Nominatim (full_address): match='Jalan Cyber Point 4, Cyber 8, Cyberjaya, Sepang, Selangor, 62200, Malaysia' importance=0.05339468757152663 | [correction_log]: §4b rewrote review note to open-question framing | [promotion_note]: 48m + 2+ shared name tokens — verify same facility",Malaysia,Asia,MYS,South-Eastern Asia,,,building,physical_facility,True,False,,,,,,,,,,,Operational,,,pending_review,review:possible_dup_Open DC CJ1 (Cyberjaya) || sweep_cotenant_pair:paired_with_v7_row_19 (haversine=54m),gapfill_review: candidate row 38 (Exabytes CJ1 Data Centre (Cyberjaya))
AWS Cyberjaya Data Centre (ap-southeast-5 AZ),Amazon Data Services Malaysia Sdn Bhd,AWS,2.9431285,101.6617452,v6_gapfill,,,,Hyperscaler AZ Discovery,3,True,"Persiaran APEC, Cyberjaya, Selangor",https://www.datacenterdynamics.com/en/news/aws-first-malaysian-data-center-set-to-be-in-cyberjaya-report/ | https://www.lowyat.net/2024/329760/amazon-data-centre-msia-taking-shape/ | https://baxtel.com/data-center/amazon-cyberjaya-1,"First physical AWS site in Malaysia per DCD and Lowyat trade-press reconstruction. Part of the RM25.5bn / US$6.2bn ap-southeast-5 region build-out (3 AZs total). | geocoded via Nominatim (full_address): match='Persiaran APEC, Cyber 3, Cyberjaya, Sepang, Selangor, 61250, Malaysia' importance=0.05339468757152663",Malaysia,Asia,MYS,South-Eastern Asia,,,building,physical_facility,True,False,,,,,,,,,,,Operational,,,promoted,,gapfill_add_new: candidate row 39 (AWS Cyberjaya Data Centre (ap-southeast-5 AZ))
